image_name,detection_idx,gt_count,min_distance,avg_distance
images/0971d853-878c-4fcc-80cf-54f199dbe438.png,7,2,65.25526798657714,65.25526798657714
images/104881ff-1dea-41f4-ac10-2564ee48be5f.png,14,2,75.73803535872844,75.73803535872844
images/104881ff-1dea-41f4-ac10-2564ee48be5f.png,17,2,75.73803535872844,75.73803535872844
images/104881ff-1dea-41f4-ac10-2564ee48be5f.png,19,3,65.62202374203343,102.10969095805983
images/1075beab-1969-4d0e-bb7f-495563c7b65c.png,0,2,0.5,0.5
images/1b1bb285-e6f9-490c-943f-06b3f6a4d34c.png,8,2,61.33718285020922,61.33718285020922
images/1b1bb285-e6f9-490c-943f-06b3f6a4d34c.png,11,2,61.33718285020922,61.33718285020922
images/1f08ea5f-34c9-47fb-8902-3441a4f7db9a.png,18,3,83.3141644619929,114.84244275256664
images/1f08ea5f-34c9-47fb-8902-3441a4f7db9a.png,24,2,83.3141644619929,83.3141644619929
images/1f3fe7f2-573d-4dab-b9c6-6d814ddf2ef3.png,36,3,15.88238017426859,29.001931938808468
images/24729308-e2ed-4450-8610-1fb1e9a38b84.png,0,2,0.7071067811865476,0.7071067811865476
images/2849dcf3-c6bc-4c7f-af11-0a8d5f4b8973.png,4,2,133.61324784616232,133.61324784616232
images/2849dcf3-c6bc-4c7f-af11-0a8d5f4b8973.png,9,2,133.61324784616232,133.61324784616232
images/2959d358-c07e-465e-ba5f-cf922fee0665.png,17,2,45.1275968781853,45.1275968781853
images/29e8fcc2-bf96-4a95-a3f9-57534194f3f8.png,2,2,0.5,0.5
images/29e8fcc2-bf96-4a95-a3f9-57534194f3f8.png,14,2,96.9961339435753,96.9961339435753
images/29e8fcc2-bf96-4a95-a3f9-57534194f3f8.png,15,2,96.9961339435753,96.9961339435753
images/2d57841c-9a16-43d4-9f19-8ba203ae24a9.png,5,2,89.75661535508121,89.75661535508121
images/2dd9b96a-0b00-4684-a496-0e6949128eb8.png,15,2,79.61940718191765,79.61940718191765
images/2dd9b96a-0b00-4684-a496-0e6949128eb8.png,16,2,79.61940718191765,79.61940718191765
images/2dd9b96a-0b00-4684-a496-0e6949128eb8.png,17,2,79.61940718191765,79.61940718191765
images/3299de86-1fc1-41be-8f21-a145199471e6.png,4,2,30.84234102658227,30.84234102658227
images/3299de86-1fc1-41be-8f21-a145199471e6.png,8,2,30.84234102658227,30.84234102658227
images/359e2d97-7d24-4dfc-bd99-ed103d9a6401.png,20,2,106.56922632730333,106.56922632730333
images/359e2d97-7d24-4dfc-bd99-ed103d9a6401.png,21,2,106.56922632730333,106.56922632730333
images/3639376a-bbac-40c4-82a8-d2e9c0ceb589.png,0,2,13.45362404707371,13.45362404707371
images/43cea822-3202-4b68-b1c6-7f13deb1c8c2.png,3,2,0.5,0.5
images/45d73ed6-8cd6-4538-ab91-760ca2d4f000.png,29,2,100.0624804809475,100.0624804809475
images/4b28f87c-56de-4e65-ad7b-4626fc6f4268.png,5,2,0.5,0.5
images/5908a57a-0b52-43f1-9129-e24a3b63fe55.png,5,2,50.52227231627651,50.52227231627651
images/6841a31c-d7d2-4625-af9e-867e745d377f.png,14,2,47.40516849458506,47.40516849458506
images/6841a31c-d7d2-4625-af9e-867e745d377f.png,15,2,47.40516849458506,47.40516849458506
images/6b0ef8bb-d7a8-4f12-924b-f42d3f5c27a0.png,25,2,120.5041493061546,120.5041493061546
images/716e4e0c-40b8-4a39-84be-e356600d3878.png,8,2,177.7667010438119,177.7667010438119
images/716e4e0c-40b8-4a39-84be-e356600d3878.png,10,2,177.7667010438119,177.7667010438119
images/73394c5c-82f3-4dcd-b04a-3a2c6338e034.png,19,2,41.88078318274385,41.88078318274385
images/7809357b-5ef0-4739-a4ff-73ee2af19329.png,8,2,92.10998860058555,92.10998860058555
images/8099a253-8dd1-44b2-aff9-2a0d22122ce8.png,11,2,57.5,57.5
images/98bffeac-a15f-4aa7-b788-ef37ef1a4133.png,12,2,0.0,0.0
images/ab25cca9-351d-4dbd-a95d-2a79bd001c4d.png,21,2,65.06919393998976,65.06919393998976
images/ab25cca9-351d-4dbd-a95d-2a79bd001c4d.png,24,2,65.06919393998976,65.06919393998976
images/b1ab01df-b30a-45ed-8e48-1d85c05024c4.png,8,2,148.90433170327853,148.90433170327853
images/b4bccb94-a476-40d8-8e07-274b3fd34cc0.png,24,2,36.694686263817545,36.694686263817545
images/b4bccb94-a476-40d8-8e07-274b3fd34cc0.png,26,2,55.40983667184014,55.40983667184014
images/b4bccb94-a476-40d8-8e07-274b3fd34cc0.png,28,2,55.40983667184014,55.40983667184014
images/bb8ba2a3-854f-4b6a-b44b-316bd4e0955c.png,17,2,121.43516788805456,121.43516788805456
images/bd1b8a89-b1f9-43f1-9842-fd6fdd4da0cd.png,12,2,44.477522413012174,44.477522413012174
images/bd1b8a89-b1f9-43f1-9842-fd6fdd4da0cd.png,17,3,133.70957332966103,172.09068837585758
images/be216761-5713-41da-9f70-423374ed34d8.png,4,2,24.438698819699873,24.438698819699873
images/be216761-5713-41da-9f70-423374ed34d8.png,5,2,1.0,1.0
images/bf14b401-58c7-44a2-a5d9-1cbb6e903a69.png,30,3,41.027429848821875,67.68500978292677
images/bfcccbb9-cd78-4447-907a-347ae71aad53.png,38,2,12.165525060596439,12.165525060596439
images/bfcccbb9-cd78-4447-907a-347ae71aad53.png,39,2,12.165525060596439,12.165525060596439
images/c49cbe57-f717-4660-a7c7-8476a02922bf.png,12,2,47.35240226218729,47.35240226218729
images/c76c065d-e2ff-47a7-ba2b-81a0c53a0568.png,9,2,39.19502519453202,39.19502519453202
images/cbb91d9b-514a-41e6-a09b-f359e87c9c7b.png,42,2,113.00442469213318,113.00442469213318
images/d16a6f8f-6df7-423e-a415-5e4586d9321b.png,17,2,27.95084971874737,27.95084971874737
images/e0628e67-d15d-40b6-9e3c-475e69fb16da.png,2,3,24.82438317461282,37.39874398026117
images/e120029a-44b4-4ae9-8824-708d6f11f447.png,6,2,63.955062348495915,63.955062348495915
images/e2b511e3-bb6e-45f1-ba19-bf20d1f672bd.png,0,2,0.5,0.5
images/e86ad5c3-0b38-4c15-8de1-66589e84ffdc.png,3,2,30.907118921051183,30.907118921051183
images/e86ad5c3-0b38-4c15-8de1-66589e84ffdc.png,4,2,30.907118921051183,30.907118921051183
images/ea5d328f-acbb-4c8f-a431-674d29d347a8.png,5,2,49.040799340956916,49.040799340956916
images/ef03e8aa-eedb-4acf-9602-17982519bc37.png,34,2,39.51265620026069,39.51265620026069
images/f000ab7d-3dff-4d14-adfc-2db7692ff3db.png,15,2,35.67211796347394,35.67211796347394
images/f50019fe-f92e-470e-9131-be61d6ce3224.png,4,2,0.0,0.0
images/f59548d1-6e8e-4184-a7e4-4a99da110d74.png,4,2,22.47220505424423,22.47220505424423
images/f59548d1-6e8e-4184-a7e4-4a99da110d74.png,16,2,22.47220505424423,22.47220505424423
