image_name,gt_idx,detection_count,max_distance,avg_iou
images/11ef412c-f1a6-401f-b578-c06041d9b788.png,7,2,2.8412238072490443,0.8112454123976992
images/15e8723d-a247-4c13-b789-57373af5f0ff.png,5,2,2.1537172474988813,0.8633528172458453
images/15e8723d-a247-4c13-b789-57373af5f0ff.png,18,2,0.9037940263025008,0.6184328230134248
images/16921814-df6a-422f-9552-fec3a9d4e43b.png,7,2,7.664146757586994,0.6460981769327738
images/16921814-df6a-422f-9552-fec3a9d4e43b.png,8,2,6.855946159045982,0.7500586242763402
images/174852a0-a684-4c86-8d03-a30f11718da7.png,2,2,7.265791479505569,0.8089734688584609
images/17c02444-104d-4fb8-8031-3da6236866be.png,3,2,0.8075327160213646,0.8039169619163535
images/17c02444-104d-4fb8-8031-3da6236866be.png,11,2,1.2513359619645912,0.8249485827553
images/18cffed3-82eb-4c5f-b40f-ca4b629792b9.png,5,2,0.9726504726709904,0.8114668923385014
images/18cffed3-82eb-4c5f-b40f-ca4b629792b9.png,13,2,0.1491266615552019,0.666455989453818
images/1b1bb285-e6f9-490c-943f-06b3f6a4d34c.png,10,2,1.4168584351887057,0.8868784828760752
images/1b95d53d-12af-485d-b530-6d32ec84a591.png,0,2,0.7522646766376926,0.7937808668315254
images/1b95d53d-12af-485d-b530-6d32ec84a591.png,8,2,3.0399210150950604,0.809826428521469
images/1ecb3baf-5320-4a0d-8b17-37bf18880aa8.png,8,2,0.15611215710100984,0.9060877956033411
images/1eecb92f-deea-405d-8569-80ac40cbc459.png,1,2,0.8621928767879694,0.7983429925746675
images/1eecb92f-deea-405d-8569-80ac40cbc459.png,8,2,0.495269424924445,0.799376247456977
images/1eecb92f-deea-405d-8569-80ac40cbc459.png,13,2,0.49208554586610576,0.8160017729485707
images/1f08ea5f-34c9-47fb-8902-3441a4f7db9a.png,0,2,15.488989717874981,0.8047912866909354
images/1f08ea5f-34c9-47fb-8902-3441a4f7db9a.png,13,4,1.2263795437549532,0.7236933843830058
images/1f08ea5f-34c9-47fb-8902-3441a4f7db9a.png,14,2,1.4741886476603108,0.8898932043660912
images/1f08ea5f-34c9-47fb-8902-3441a4f7db9a.png,16,2,7.496738640913412,0.7789976589380994
images/1f20eec3-e805-4753-9a25-54c230799c3f.png,1,2,0.13608945107404055,0.8814655522592398
images/1f20eec3-e805-4753-9a25-54c230799c3f.png,9,2,0.2419172517334353,0.9177108363101356
images/1f20eec3-e805-4753-9a25-54c230799c3f.png,17,2,11.297237039626776,0.8016737184022409
images/1f3fe7f2-573d-4dab-b9c6-6d814ddf2ef3.png,6,2,0.4608398794799455,0.8254371058967763
images/1f3fe7f2-573d-4dab-b9c6-6d814ddf2ef3.png,12,2,0.5609700378461944,0.8177201941741645
images/1f609026-476f-473c-ab3e-5c69c52f275e.png,10,2,0.11132573660580701,0.9058520690600056
images/20ec0517-5ac4-4efe-a8dd-731273384de6.png,10,2,0.23098783962993988,0.8606085897101197
images/21a9c6d1-e14d-4877-8a13-61db4f6da292.png,5,3,6.252347689413698,0.8059145061316239
images/226d1a12-3541-4322-91a6-c654ee993295.png,5,2,1.4212443153626024,0.8098939448668236
images/22feb228-ed1d-4b99-b0f9-635a77c697ed.png,0,2,1.8148829466540257,0.883146705211125
images/22feb228-ed1d-4b99-b0f9-635a77c697ed.png,9,2,0.940946015858985,0.8073487832609303
images/23fe9ab5-f2c3-4ae1-96e2-99cd6e3e25f9.png,0,2,1.326143300980397,0.6270671032321069
images/24729308-e2ed-4450-8610-1fb1e9a38b84.png,10,2,0.27970108473824756,0.9093016094873645
images/24729308-e2ed-4450-8610-1fb1e9a38b84.png,22,2,0.09818529829097873,0.7793362073995382
images/26cef414-5d95-40b6-8199-f2d8d28e2e34.png,15,2,0.42767764285723725,0.8235944575860709
images/26d60152-26a7-47c9-a525-e9cfeb2122b1.png,5,2,2.522323786195175,0.7865457952311394
images/26d60152-26a7-47c9-a525-e9cfeb2122b1.png,7,2,43.36756798786383,0.6107047243587329
images/273b74ad-2f59-40d0-86c7-c667d5b80d09.png,2,2,5.075867562402703,0.6255875999149191
images/282e79d0-a5d8-40d2-9532-57556391761f.png,0,2,0.6362089325022993,0.7507040421501303
images/282e79d0-a5d8-40d2-9532-57556391761f.png,3,2,3.4977729287804338,0.7871928207232171
images/282e79d0-a5d8-40d2-9532-57556391761f.png,11,2,7.484296192511505,0.8144271977067592
images/2849dcf3-c6bc-4c7f-af11-0a8d5f4b8973.png,2,3,8.922367000385954,0.5429810140189592
images/2849dcf3-c6bc-4c7f-af11-0a8d5f4b8973.png,3,2,38.99251890533688,0.7585471687508656
images/2890634c-df43-412a-93cd-166ed51ade6c.png,3,2,1.3334695889532298,0.8036190138256551
images/294c68ac-0c02-4072-b2f1-72de41746bdf.png,8,2,0.24011390367449695,0.7430541943634441
images/2959d358-c07e-465e-ba5f-cf922fee0665.png,7,2,0.35330483174399646,0.7544026398064394
images/29bca63e-f0fc-409d-8983-c7f41ca69697.png,12,2,0.8021867621247065,0.8627655345007237
images/2a3a1961-ac58-4554-af8b-72010a4bc252.png,2,3,11.04895453526575,0.750261869084278
images/2a3a1961-ac58-4554-af8b-72010a4bc252.png,6,2,9.36441944444343,0.8747308850945629
images/2a3a1961-ac58-4554-af8b-72010a4bc252.png,7,2,0.9816715483845861,0.7782466480718196
images/2ad8aad8-601d-4cfb-adf0-2babcadc9fc3.png,1,2,0.43802135772159617,0.8691380846493619
images/2b994803-f559-4bb8-ba55-9c6aaa1d311c.png,1,2,2.4677287278561506,0.9402259699175493
images/2c0082f4-80cd-4850-ba41-0164927c7edf.png,1,2,0.48791030627864485,0.8913563076476224
images/2c03cbe0-0a46-4eee-ba50-c06f9c83bc74.png,2,2,1.3420965991177725,0.8070484005627633
images/2c03cbe0-0a46-4eee-ba50-c06f9c83bc74.png,3,2,3.2918662442072697,0.8996461803813082
images/2cc03aee-d2c8-4b60-bcfb-d2d72e46c979.png,12,2,0.7961413153316961,0.9030856793996673
images/2cc03aee-d2c8-4b60-bcfb-d2d72e46c979.png,16,3,2.5509586601134417,0.6479469431813047
images/2d57841c-9a16-43d4-9f19-8ba203ae24a9.png,14,2,1.536017594257379,0.7900424037679507
images/2e325052-f4b2-4bc3-a9e1-1fa1e92529c2.png,3,2,2.74505139968062,0.9008950751157995
images/30feae20-950c-43be-92ba-c9c3df54a9fa.png,0,2,0.40350158649444967,0.8529019567195667
images/30feae20-950c-43be-92ba-c9c3df54a9fa.png,1,2,0.5960169577177401,0.6102277596152645
images/30feae20-950c-43be-92ba-c9c3df54a9fa.png,2,2,3.5499951179716516,0.7575340994354898
images/3184224b-4d6e-479a-8442-624873d07011.png,2,2,2.1760232524268552,0.8912813232772048
images/3184224b-4d6e-479a-8442-624873d07011.png,3,2,27.993387716499818,0.6972478193507132
images/31f87c00-2664-437c-a218-ddfac936bacf.png,1,2,0.4461683139083479,0.8950598000305188
images/31f87c00-2664-437c-a218-ddfac936bacf.png,2,2,1.809903737892527,0.8368534789483414
images/31f87c00-2664-437c-a218-ddfac936bacf.png,4,2,1.6964806798380692,0.8561527309496497
images/3224be52-6dcd-4f10-910c-0f12ba235d62.png,5,2,0.9461987893277839,0.7274715897035682
images/3224be52-6dcd-4f10-910c-0f12ba235d62.png,11,2,0.03575324844315576,0.7479622440342355
images/3224be52-6dcd-4f10-910c-0f12ba235d62.png,12,2,0.14043718700650992,0.7776502666594279
images/3299de86-1fc1-41be-8f21-a145199471e6.png,1,2,2.5916933555905084,0.8528234199938713
images/3299de86-1fc1-41be-8f21-a145199471e6.png,3,2,0.3750175148388168,0.8905963260023568
images/32b7652e-da50-4ccc-9ac8-4df745b85d2e.png,3,2,7.595372361279028,0.7639595967456252
images/359e2d97-7d24-4dfc-bd99-ed103d9a6401.png,20,2,4.350548785037107,0.7548479148683189
images/3639376a-bbac-40c4-82a8-d2e9c0ceb589.png,7,2,1.7770293502659942,0.8391608555986183
images/37c697b5-cf7a-4f9e-9411-dd6d3533cfd8.png,9,2,3.3615469677411145,0.7447593932632022
images/3b0d0d84-e212-447e-a798-19bd62a1f74b.png,7,2,6.618530979612723,0.845656396763366
images/3b9738d5-d429-440a-a696-20c1d7d864dc.png,7,3,0.848469439302053,0.8778474245290728
images/3c059d96-ab77-4744-b027-a6962f201152.png,2,2,0.4217453786171243,0.7993100200946945
images/3c059d96-ab77-4744-b027-a6962f201152.png,6,2,4.53325448013268,0.8234546017996737
images/3c361de5-4cf8-4eba-85bd-e935ee7ad80d.png,19,2,0.891237668278798,0.8798974567962924
images/3c4cce1e-958c-4b56-9546-d0cdefae5b64.png,12,2,0.3643512554840176,0.8019463969530785
images/3e7201f7-c8db-42e8-ba62-408b60ffa595.png,4,2,1.7935109599039043,0.8875855665886012
images/3f1e5461-f35e-4600-bf94-761391c91c39.png,9,2,0.5460149978796337,0.8553987530210733
images/3f4dd557-a758-4700-8195-cff812e59b31.png,2,2,0.38520962735068426,0.7522538937245054
images/3fccfc03-cd45-41f2-8d67-b564e19e8812.png,1,2,0.3048073157829408,0.8155324369235651
images/3fccfc03-cd45-41f2-8d67-b564e19e8812.png,3,2,0.6114493118089548,0.7631746064625948
images/4000bd4e-ea0e-4abe-b837-dd1886bc953e.png,7,2,5.09709947962389,0.6433729415058915
images/4000bd4e-ea0e-4abe-b837-dd1886bc953e.png,12,2,61.33671865779231,0.7759499638418754
images/4000bd4e-ea0e-4abe-b837-dd1886bc953e.png,15,2,0.6810348929474009,0.5900959261555397
images/4043039d-7bf3-491b-b5de-4490e335c1f7.png,2,2,1.5204599400672933,0.7114056548870306
images/4043039d-7bf3-491b-b5de-4490e335c1f7.png,3,2,4.8332207455954475,0.7082258673877124
images/42b946b2-0172-4915-948a-c4736c6b94d7.png,15,2,0.62107509102924,0.8415078572118018
images/43cea822-3202-4b68-b1c6-7f13deb1c8c2.png,0,2,4.328076262171204,0.7617629929272185
images/43cea822-3202-4b68-b1c6-7f13deb1c8c2.png,1,2,2.5884231172494454,0.8305836117654346
images/43cea822-3202-4b68-b1c6-7f13deb1c8c2.png,16,2,0.763813976868717,0.6842410213899399
images/45d73ed6-8cd6-4538-ab91-760ca2d4f000.png,27,3,4.036731736399923,0.7796715736225376
images/4b157a60-5cde-4db9-817c-b40429974aa6.png,2,2,3.5286411153549477,0.8668098484821052
images/4b157a60-5cde-4db9-817c-b40429974aa6.png,8,2,13.164366895757237,0.837982807930331
images/4b28f87c-56de-4e65-ad7b-4626fc6f4268.png,10,2,0.352887266973666,0.9140475817229848
images/4be6194f-9be8-4a1c-b7a9-b466237e1885.png,1,2,3.129560810492119,0.7799040222599593
images/4be6194f-9be8-4a1c-b7a9-b466237e1885.png,2,2,0.7982237868571815,0.8623220900735407
images/4cfc36c9-8f84-4372-9e1c-d30f9789166f.png,3,2,5.840346014071309,0.6585215679418471
images/4cfc36c9-8f84-4372-9e1c-d30f9789166f.png,9,2,2.7978821791060513,0.8118259326501669
images/4d9b3f93-c8de-49f8-975e-25a0c0525aed.png,3,2,0.6390415034890445,0.7993929281795293
images/4f7c6f49-8fcc-43ad-9b4d-3836859eb87c.png,5,2,0.47620729157694763,0.8729280654477369
images/4f7c6f49-8fcc-43ad-9b4d-3836859eb87c.png,22,2,0.9003460597927228,0.5739956601072362
images/51c9529b-f6f1-4274-8397-15e924523229.png,0,2,1.7974389610230217,0.8036407166308356
images/53bed681-8132-4bfe-8a91-ad91a65561ef.png,3,3,61.16499368993691,0.734065854969785
images/564bef38-0473-4fa2-a3ca-65b942cb504d.png,2,2,0.5367771386921121,0.9001126608893139
images/564bef38-0473-4fa2-a3ca-65b942cb504d.png,12,2,4.017627185958711,0.8219896684162182
images/564bef38-0473-4fa2-a3ca-65b942cb504d.png,14,2,1.6459690291111322,0.8885963177426084
images/57295b8b-7746-40bb-b208-a73791356379.png,3,3,1.801096033533935,0.7967242187905977
images/582d982e-4ca4-4993-b636-1cde1bf59d36.png,31,2,0.7064538410442919,0.7834823543310103
images/5836bb90-4dd0-401b-b9fc-a50c21ef9118.png,13,2,1.8975521633602088,0.8794752771585967
images/5908a57a-0b52-43f1-9129-e24a3b63fe55.png,5,2,1.8645042011326856,0.758032518772922
images/5908a57a-0b52-43f1-9129-e24a3b63fe55.png,8,2,0.20628978325693156,0.9455697795470183
images/5908a57a-0b52-43f1-9129-e24a3b63fe55.png,12,2,1.3914683350149966,0.7671659440131522
images/5c733c20-c8e6-4095-a172-89003ccf139e.png,1,3,3.8615164268951663,0.6241425879205935
images/5c733c20-c8e6-4095-a172-89003ccf139e.png,7,2,0.09592435529291882,0.6738617784696115
images/5da773d5-1f6c-4cf5-9d52-c8ddd694b19e.png,2,2,3.223688669359628,0.7280738447690236
images/5da773d5-1f6c-4cf5-9d52-c8ddd694b19e.png,9,2,1.6132495094206498,0.8744789938211819
images/5fe41e3c-43bd-45e6-9e36-60ae7abfea4f.png,4,2,0.9051342129769886,0.9299007876846547
images/5fe41e3c-43bd-45e6-9e36-60ae7abfea4f.png,12,2,0.2812800831112109,0.7860466468842064
images/5ffe8180-04a4-4ca2-bffa-44dcbb3cc576.png,4,2,40.9302216309957,0.816062384451534
images/5ffe8180-04a4-4ca2-bffa-44dcbb3cc576.png,15,2,2.687434310027094,0.777951810068863
images/61988347-afb3-4fed-b25e-4c3e7cc56121.png,1,2,1.3588992816290872,0.8467100078873517
images/64fcd451-c3c5-4ee3-80a3-eac3d4d86db3.png,3,2,1.1570933993697508,0.7611748672778713
images/671d37e5-c9dc-44c0-a18e-3810e4a4cab1.png,5,2,0.6097951399330218,0.951685107355295
images/67a12a65-84e7-47d5-9b25-75edd1361969.png,5,3,17.901422611884538,0.5962477794342852
images/67f5ef81-dc47-45a4-9332-59d673fc5c25.png,7,2,1.069940840538066,0.8586482581351279
images/6841a31c-d7d2-4625-af9e-867e745d377f.png,12,2,5.906909816857022,0.7120710520720084
images/688024fc-24cd-4206-ab83-cadec5990558.png,1,2,0.6129785423909024,0.855914502260412
images/69d5c2e3-86f4-4429-8189-47617ed6d548.png,4,2,8.50054592819995,0.7396515046723144
images/6b0ef8bb-d7a8-4f12-924b-f42d3f5c27a0.png,2,3,3.1477576137281003,0.8391069276482525
images/6b0ef8bb-d7a8-4f12-924b-f42d3f5c27a0.png,8,2,1.777568615585041,0.9251547511241187
images/6b0ef8bb-d7a8-4f12-924b-f42d3f5c27a0.png,17,2,1.1982749901053538,0.9272639674710972
images/6c6ab889-f150-441d-bc70-db913741af1b.png,1,2,0.5513907690761887,0.8392661570268249
images/6d5d8b78-ef24-4ac6-b72b-3b36f7b1b313.png,0,2,0.32471715007876467,0.7330517881745696
images/6d9d618c-d6a2-46db-bcf0-c097f1addb03.png,6,2,0.9812160855289627,0.7946637264238754
images/6e485a12-e0c5-42fc-89b1-df8f5f3b3060.png,3,2,0.33755789777371475,0.8085271281122495
images/6e485a12-e0c5-42fc-89b1-df8f5f3b3060.png,18,2,7.934608279386797,0.744517985297461
images/70ef1675-beeb-4fe5-ba4f-a2716b336978.png,19,2,3.413876948017218,0.7742686434318895
images/716e4e0c-40b8-4a39-84be-e356600d3878.png,3,2,1.1022586280026943,0.6670687222826261
images/716e4e0c-40b8-4a39-84be-e356600d3878.png,4,2,7.474334233665316,0.7730289693088398
images/7441e4fd-a599-41a5-9a38-b3e64f38b7ee.png,1,2,1.908469436563573,0.8344804242640049
images/747ce76e-6d99-4871-8e89-b7ca8985ee9c.png,6,2,2.5642921160878895,0.8855344741784299
images/75b32a08-6a1c-4c89-9741-d920c34de7ee.png,0,2,6.328642699143502,0.6846173534437854
images/75b32a08-6a1c-4c89-9741-d920c34de7ee.png,1,3,3.2646515258856614,0.78489303174682
images/77f9965c-4b3b-4e54-85b9-ebca06449d53.png,3,2,3.959883080603756,0.8845404707433626
images/7cb7dfe5-f7a3-4ecd-a03f-60c3f562fd77.png,5,2,0.9140952733065864,0.6474534056363876
images/7d5af15b-c4ce-4980-af6f-bfb57c5ed529.png,1,3,3.6171509178826753,0.6150286312873834
images/7f77d5ab-4386-4e1d-a9ab-d9db184aa178.png,6,2,5.607045186985384,0.8126761034413827
images/7f77d5ab-4386-4e1d-a9ab-d9db184aa178.png,7,2,2.3539017002521962,0.7408181576038189
images/80421b41-1976-4f2d-bfb8-3af4ce306050.png,11,2,0.39470005319171,0.8893510741156331
images/80421b41-1976-4f2d-bfb8-3af4ce306050.png,14,2,1.0577569527529953,0.7206452366851444
images/8099a253-8dd1-44b2-aff9-2a0d22122ce8.png,7,2,0.7214416116372422,0.8556790661798048
images/8099a253-8dd1-44b2-aff9-2a0d22122ce8.png,11,2,1.008254884802137,0.793303026311857
images/8099a253-8dd1-44b2-aff9-2a0d22122ce8.png,13,2,1.0044793504115945,0.9243059863960896
images/8285b8e3-116a-411a-983a-4153b570aea8.png,0,2,0.5083391612987794,0.7506480759840746
images/8621f8e1-85be-41d0-8bf0-68a8e5145b8f.png,21,2,2.9189006168102862,0.8162415820019482
images/86b8f0c0-24ef-4b5a-9884-d7fc042dd7b2.png,9,2,1.6507672900204764,0.9496152138681953
images/884217ed-f803-45aa-a8a5-acb1438588c3.png,3,2,0.09016530915335455,0.8191824489030968
images/884217ed-f803-45aa-a8a5-acb1438588c3.png,12,2,0.7628098351808265,0.7655777896541043
images/89e76b51-e17e-46fe-9018-062f0b582313.png,0,2,2.3965673853931606,0.8865168883051191
images/89e76b51-e17e-46fe-9018-062f0b582313.png,3,2,5.935975287453357,0.6917939525277608
images/8c0c8641-9abe-4cdb-9942-2bcbeb7e23a8.png,12,2,5.27183017430415,0.8647508384035971
images/8c1e2804-6037-4b8c-b01b-91fd842fd390.png,0,2,1.9126938457493676,0.7946632405304306
images/8d101e47-8116-4d4a-8582-90078a9e7440.png,0,2,0.446438594828259,0.8192824531358401
images/8db9e7bb-4bec-413b-a9eb-5760f1159418.png,3,2,0.5330955209902777,0.7415806037792261
images/8dd4f6d7-ebed-44e8-8687-b2f5f49e24bf.png,2,2,3.679489422612903,0.892047220522693
images/8dd4f6d7-ebed-44e8-8687-b2f5f49e24bf.png,4,2,1.4766788123063395,0.8064297939246294
images/8de19278-ec38-437e-9b69-701cf794fab2.png,7,2,0.5962146134354743,0.8315355955453347
images/8e25010a-8d83-4fb3-a0b3-d60d74ec57a5.png,2,2,1.0207928693182924,0.8871615760977418
images/8ecc5936-a239-46d1-aeec-9769bb4e482f.png,4,2,7.587406036575025,0.9401701345444085
images/8ecc5936-a239-46d1-aeec-9769bb4e482f.png,5,2,0.5540508869987868,0.9407207962148967
images/8ecc5936-a239-46d1-aeec-9769bb4e482f.png,7,2,5.807141716488378,0.7192213248577712
images/8fd6fa54-2c2c-4c2a-8f9d-f7f1761e38b1.png,0,2,5.624884859670375,0.8303777229696474
images/8fd6fa54-2c2c-4c2a-8f9d-f7f1761e38b1.png,1,3,7.144449887990826,0.8509134845708153
images/8fd6fa54-2c2c-4c2a-8f9d-f7f1761e38b1.png,4,2,4.369602682212339,0.8077894621451533
images/9333736f-56fd-463f-8d2b-161b9c997a89.png,22,2,0.27797693362758297,0.9040045870021942
images/94b190cd-2fc7-4589-bf51-30fc19d25d1a.png,4,2,33.11704536164877,0.8836041333179425
images/94f5edaf-5e9a-481e-a0df-85b8b887ceb5.png,2,2,1.1236688405047472,0.9421965902471188
images/94f5edaf-5e9a-481e-a0df-85b8b887ceb5.png,17,2,0.8717477037278135,0.5833836649949464
images/94f5edaf-5e9a-481e-a0df-85b8b887ceb5.png,20,2,0.6026778130930212,0.7053573551182984
images/951d4026-a6dc-4f7e-bb42-04e128e66b7c.png,0,2,2.6768054750896826,0.8670455080257586
images/96298e48-5fa2-4b32-8de4-e477b5e2f6fd.png,12,2,0.3194205524904419,0.9494333587993066
images/96a93a57-5059-4285-a737-e57afb229766.png,5,2,0.23842216843001304,0.8753353319670025
images/96a93a57-5059-4285-a737-e57afb229766.png,8,2,1.3492776919286718,0.909475740549707
images/97a119ba-bc3e-4c6b-acc3-3c068ad80c57.png,3,2,2.9127663998053612,0.7668713337100944
images/98bffeac-a15f-4aa7-b788-ef37ef1a4133.png,12,2,0.5892647212720045,0.7751070059953221
images/98bffeac-a15f-4aa7-b788-ef37ef1a4133.png,13,2,0.4490522325450641,0.8848438876687423
images/9936c4bb-6dcf-4efd-9700-d175c620903c.png,3,2,6.952503955907522,0.8504620312381237
images/9a1e43b6-53a5-458f-b293-da6a06496163.png,11,2,2.6111682917915693,0.7536732981800853
images/9a1e43b6-53a5-458f-b293-da6a06496163.png,16,2,0.4850381687534255,0.9199202280714055
images/9a8ee34a-205b-4ea4-ad69-b8007dc206a1.png,0,2,0.45884366135856824,0.8988374016296999
images/9a8ee34a-205b-4ea4-ad69-b8007dc206a1.png,12,2,0.403417712931141,0.8496195801967587
images/9a920de5-73c2-4c0e-b195-05c20d056077.png,3,2,0.5774289988930585,0.8543463867789538
images/9bf2e963-a5a3-455d-bfca-703aa831f21f.png,6,2,3.5320841240052525,0.7746312796276695
images/9bf2e963-a5a3-455d-bfca-703aa831f21f.png,7,2,1.6980993719364612,0.6848060342392198
images/9c7e70db-c31b-47f3-889e-4ab6cc1629fa.png,1,2,0.4852192142285749,0.7808846774029587
images/9c7e70db-c31b-47f3-889e-4ab6cc1629fa.png,5,2,7.6348239047056765,0.848582928623256
images/9c7e70db-c31b-47f3-889e-4ab6cc1629fa.png,10,2,1.2466505489801833,0.8233937811631291
images/9c7e70db-c31b-47f3-889e-4ab6cc1629fa.png,12,2,0.10212336701198804,0.8487723037583605
images/9dcb8bb7-ad1b-4a2d-8f0a-f9c7c298084b.png,0,2,3.444216746091696,0.8855000942588929
images/9dcb8bb7-ad1b-4a2d-8f0a-f9c7c298084b.png,5,2,0.7719631134157579,0.7806919058090244
images/9dcb8bb7-ad1b-4a2d-8f0a-f9c7c298084b.png,7,2,2.8261642910711244,0.8704610743970378
images/9dd18219-a773-4d36-b822-f35f7248b17a.png,8,2,0.20177293826474327,0.7010810463429221
images/a0fa71f6-066b-4ead-9e8b-3e04ef2088c6.png,2,2,0.07949327427416426,0.8115247827371537
images/a439989d-30a5-4854-8b46-db4ce7747be2.png,2,3,1.859687184174081,0.8617910897861037
images/a4d933bb-fd23-43db-b1c9-e755ffa10611.png,7,2,1.0900734329386224,0.8745132369726469
images/a5a055b8-b406-43a6-b394-bbaaf46c2b48.png,0,2,0.6250565205755463,0.9004431168144056
images/a5a055b8-b406-43a6-b394-bbaaf46c2b48.png,4,2,2.00362150616628,0.8818320564475209
images/a6388cb6-6e02-4abf-8309-0c5b53d7c576.png,2,2,0.6760479533080016,0.6787494679378338
images/a71bed84-9b9c-4e91-80b9-8f8de605d894.png,10,2,0.5913638385225828,0.8724726685135079
images/a71bed84-9b9c-4e91-80b9-8f8de605d894.png,14,2,1.0524129239656634,0.8686605633784797
images/a71bed84-9b9c-4e91-80b9-8f8de605d894.png,15,2,9.500298028658834,0.7490555903384963
images/a7706a0a-ba00-4128-9ea4-221c6440c4f2.png,2,2,0.408278177815981,0.835679917113877
images/a7836c68-f344-4405-82e8-435dc58e32fa.png,13,2,0.13479712388534504,0.8808015896099395
images/a870452c-b7cc-4120-8458-43062f17ec55.png,1,2,2.5048583206225863,0.8378006071260857
images/a870452c-b7cc-4120-8458-43062f17ec55.png,9,2,0.4582221441171346,0.8644862157574325
images/a96be7f3-5317-4051-a7a1-511932d3fdbf.png,18,2,5.501158637719784,0.7913223276472308
images/a96be7f3-5317-4051-a7a1-511932d3fdbf.png,21,2,1.4452786235447699,0.8931512787840885
images/a96be7f3-5317-4051-a7a1-511932d3fdbf.png,23,2,0.26128629462278397,0.7338411807184764
images/a96be7f3-5317-4051-a7a1-511932d3fdbf.png,30,2,3.378790071866047,0.7377344892530018
images/aa0000d0-1092-44e9-9848-e24dc349e484.png,7,2,1.5483477837976412,0.7034562968691651
images/aa0000d0-1092-44e9-9848-e24dc349e484.png,12,2,1.1648051082155282,0.8294569232632485
images/aa0000d0-1092-44e9-9848-e24dc349e484.png,20,2,0.567088762502032,0.7463265459569535
images/aa0000d0-1092-44e9-9848-e24dc349e484.png,26,2,0.35215623376735244,0.7144689630643039
images/ab25cca9-351d-4dbd-a95d-2a79bd001c4d.png,16,2,1.2455854187170048,0.9154912948121756
images/ab25cca9-351d-4dbd-a95d-2a79bd001c4d.png,25,2,10.956556835885747,0.7169085481276438
images/ab323a77-f3d2-4af0-80e8-f66ce56feac4.png,2,2,0.41063472677131446,0.8908548114038576
images/ad22f9e8-e47b-481b-a0bc-bf4293b3de59.png,5,2,2.246476109550353,0.6813047029682576
images/ad22f9e8-e47b-481b-a0bc-bf4293b3de59.png,8,2,3.014656662282932,0.8594322811346462
images/af450a03-cf03-4ad8-a4db-e2d77df63b4d.png,4,2,1.5014140103426719,0.7856208271991838
images/af921f9b-0969-4429-b42d-baef1968ac62.png,1,2,0.8238335430754817,0.7539770971281377
